fecha;tipo_transporte;num_usuarios;tiempo_viaje_promedio_min;origen;destino
23/03/2022;Taxi;2391;14;HPE Innovation Hub ; Ezmeral Valley
24/03/2022;Taxi;2574;12;Aruba Central ; Composable Cloud
25/03/2022;Taxi;1508;16;Nimble Peak ; Alletra City
26/03/2022;Coche Compartido;1988;17;Aruba Central ; Alletra City
27/03/2022;Metro;1657;52;HPE Innovation Hub ; GreenLake Shores
28/03/2022;Metro;1968;51;Aruba Central ; Alletra City
29/03/2022;Bicicleta;4792;18;Ezmeral Valley ; HPE Innovation Hub
30/03/2022;Metro;3329;21;HPE Innovation Hub ; Ezmeral Valley
31/03/2022;Taxi;676;44;Composable Cloud ; Nimble Peak
01/04/2022;Coche Compartido;2344;57;Simplivity Springs ; Alletra City
02/04/2022;Metro;2796;39;Simplivity Springs ; Alletra City
03/04/2022;Bicicleta;2741;35;ProLiant Village ; Aruba Central
04/04/2022;Bicicleta;573;54;Aruba Central ; Alletra City
05/04/2022;Taxi;1967;58;Composable Cloud ; HPE Innovation Hub
06/04/2022;Tranvía;2066;25;Apollo Heights ; HPE Innovation Hub
07/04/2022;Coche Compartido;1592;24;Ezmeral Valley ; Aruba Central
08/04/2022;Metro;1979;51;Aruba Central ; HPE Innovation Hub
09/04/2022;Tranvía;2628;54;Simplivity Springs ; Aruba Central
10/04/2022;Autobús;1314;39;Composable Cloud ; Aruba Central
11/04/2022;Taxi;1149;33;ProLiant Village ; HPE Innovation Hub
12/04/2022;Tranvía;976;17;Alletra City ; GreenLake Shores
13/04/2022;Coche Compartido;673;55;ProLiant Village ; Alletra City
14/04/2022;Bicicleta;3215;46;GreenLake Shores ; Composable Cloud
15/04/2022;Taxi;1170;54;Apollo Heights ; HPE Innovation Hub
16/04/2022;Bicicleta;2062;52;HPE Innovation Hub ; Simplivity Springs
17/04/2022;Coche Compartido;806;50;Apollo Heights ; GreenLake Shores
18/04/2022;Metro;3027;51;Nimble Peak ; Simplivity Springs
19/04/2022;Autobús;1161;24;HPE Innovation Hub ; Simplivity Springs
20/04/2022;Tranvía;1551;19;GreenLake Shores ; Ezmeral Valley
21/04/2022;Autobús;3958;16;Nimble Peak ; Composable Cloud
22/04/2022;Bicicleta;717;39;GreenLake Shores ; Composable Cloud
23/04/2022;Taxi;1214;13;Ezmeral Valley ; Aruba Central
24/04/2022;Taxi;2221;22;Alletra City ; Ezmeral Valley
25/04/2022;Bicicleta;3518;59;Nimble Peak ; Ezmeral Valley
26/04/2022;Tranvía;3263;60;Ezmeral Valley ; Composable Cloud
27/04/2022;Coche Compartido;1652;17;Nimble Peak ; HPE Innovation Hub
28/04/2022;Autobús;3299;20;HPE Innovation Hub ; Alletra City
29/04/2022;Taxi;1623;41;Nimble Peak ; Ezmeral Valley
30/04/2022;Metro;1385;40;Ezmeral Valley ; Apollo Heights
01/05/2022;Coche Compartido;1532;17;Ezmeral Valley ; Composable Cloud
02/05/2022;Autobús;1669;46;Simplivity Springs ; GreenLake Shores
03/05/2022;Metro;1646;39;Apollo Heights ; GreenLake Shores
04/05/2022;Autobús;3445;27;HPE Innovation Hub ; Aruba Central
05/05/2022;Taxi;4796;19;ProLiant Village ; HPE Innovation Hub
06/05/2022;Taxi;1398;37;Composable Cloud ; Apollo Heights
07/05/2022;Coche Compartido;618;30;Ezmeral Valley ; HPE Innovation Hub
08/05/2022;Bicicleta;966;58;ProLiant Village ; HPE Innovation Hub
09/05/2022;Metro;1227;53;Simplivity Springs ; ProLiant Village
10/05/2022;Coche Compartido;1681;54;ProLiant Village ; HPE Innovation Hub
11/05/2022;Autobús;2606;28;Nimble Peak ; Simplivity Springs
12/05/2022;Metro;4939;36;Apollo Heights ; Simplivity Springs
13/05/2022;Metro;1812;22;ProLiant Village ; HPE Innovation Hub
14/05/2022;Coche Compartido;1830;26;Nimble Peak ; HPE Innovation Hub
15/05/2022;Bicicleta;1546;37;Apollo Heights ; GreenLake Shores
16/05/2022;Coche Compartido;1512;39;HPE Innovation Hub ; Composable Cloud
17/05/2022;Tranvía;4980;26;ProLiant Village ; Apollo Heights
18/05/2022;Taxi;2411;35;ProLiant Village ; Apollo Heights
19/05/2022;Metro;4481;25;Alletra City ; Apollo Heights
20/05/2022;Metro;1337;48;Composable Cloud ; HPE Innovation Hub
21/05/2022;Coche Compartido;1140;40;Simplivity Springs ; Alletra City
22/05/2022;Coche Compartido;783;22;ProLiant Village ; GreenLake Shores
23/05/2022;Autobús;4670;49;Simplivity Springs ; ProLiant Village
24/05/2022;Bicicleta;946;21;GreenLake Shores ; ProLiant Village
25/05/2022;Metro;1539;59;Apollo Heights ; Alletra City
26/05/2022;Metro;1384;17;Composable Cloud ; Simplivity Springs
27/05/2022;Autobús;1969;15;ProLiant Village ; Nimble Peak
28/05/2022;Metro;1032;23;ProLiant Village ; Alletra City
29/05/2022;Bicicleta;1025;54;Simplivity Springs ; Ezmeral Valley
30/05/2022;Autobús;1507;20;ProLiant Village ; Ezmeral Valley
31/05/2022;Tranvía;5068;29;HPE Innovation Hub ; Nimble Peak
01/06/2022;Metro;3096;29;Ezmeral Valley ; ProLiant Village
02/06/2022;Autobús;2205;31;Composable Cloud ; ProLiant Village
03/06/2022;Metro;1722;50;Alletra City ; HPE Innovation Hub
04/06/2022;Bicicleta;342;20;Ezmeral Valley ; ProLiant Village
05/06/2022;Taxi;1778;26;Alletra City ; HPE Innovation Hub
06/06/2022;Autobús;3698;20;HPE Innovation Hub ; Nimble Peak
07/06/2022;Coche Compartido;2678;57;Aruba Central ; GreenLake Shores
08/06/2022;Coche Compartido;5020;16;ProLiant Village ; Aruba Central
09/06/2022;Taxi;746;50;Ezmeral Valley ; Aruba Central
10/06/2022;Metro;1835;15;Composable Cloud ; Alletra City
11/06/2022;Coche Compartido;1376;34;Aruba Central ; HPE Innovation Hub
12/06/2022;Bicicleta;2658;11;Nimble Peak ; GreenLake Shores
13/06/2022;Tranvía;5029;45;Simplivity Springs ; Ezmeral Valley
14/06/2022;Coche Compartido;3059;37;Nimble Peak ; HPE Innovation Hub
15/06/2022;Taxi;3674;12;Composable Cloud ; Ezmeral Valley
16/06/2022;Taxi;4455;46;Apollo Heights ; Alletra City
17/06/2022;Bicicleta;5127;14;Ezmeral Valley ; Aruba Central
18/06/2022;Coche Compartido;1477;11;HPE Innovation Hub ; Ezmeral Valley
19/06/2022;Bicicleta;1441;43;HPE Innovation Hub ; Apollo Heights
20/06/2022;Metro;2831;32;Ezmeral Valley ; Simplivity Springs
21/06/2022;Autobús;3752;19;Nimble Peak ; GreenLake Shores
22/06/2022;Coche Compartido;1117;29;Aruba Central ; HPE Innovation Hub
23/06/2022;Tranvía;1456;18;HPE Innovation Hub ; Alletra City
24/06/2022;Taxi;2909;12;Aruba Central ; Nimble Peak
25/06/2022;Coche Compartido;569;14;Simplivity Springs ; Composable Cloud
26/06/2022;Taxi;1252;58;Apollo Heights ; Simplivity Springs
27/06/2022;Autobús;3188;16;ProLiant Village ; HPE Innovation Hub
28/06/2022;Taxi;1137;41;HPE Innovation Hub ; GreenLake Shores
29/06/2022;Tranvía;2439;24;GreenLake Shores ; Composable Cloud
30/06/2022;Metro;2172;19;Aruba Central ; Apollo Heights
01/07/2022;Taxi;4109;33;GreenLake Shores ; Ezmeral Valley
02/07/2022;Taxi;736;48;ProLiant Village ; Apollo Heights
03/07/2022;Autobús;1679;27;GreenLake Shores ; ProLiant Village
04/07/2022;Tranvía;1114;25;GreenLake Shores ; HPE Innovation Hub
05/07/2022;Taxi;3600;40;Simplivity Springs ; Alletra City
06/07/2022;Bicicleta;2129;20;Alletra City ; ProLiant Village
07/07/2022;Metro;3276;23;Ezmeral Valley ; HPE Innovation Hub
08/07/2022;Bicicleta;3755;31;Aruba Central ; ProLiant Village
09/07/2022;Coche Compartido;1915;28;Ezmeral Valley ; Alletra City
10/07/2022;Taxi;2902;59;Ezmeral Valley ; Nimble Peak
11/07/2022;Tranvía;1749;52;Nimble Peak ; Simplivity Springs
12/07/2022;Bicicleta;5190;51;GreenLake Shores ; Nimble Peak
13/07/2022;Bicicleta;1675;41;GreenLake Shores ; Ezmeral Valley
14/07/2022;Tranvía;2528;33;GreenLake Shores ; Alletra City
15/07/2022;Metro;5623;58;Composable Cloud ; GreenLake Shores
16/07/2022;Bicicleta;479;55;GreenLake Shores ; Apollo Heights
17/07/2022;Metro;1404;42;HPE Innovation Hub ; GreenLake Shores
18/07/2022;Autobús;3890;32;Simplivity Springs ; HPE Innovation Hub
19/07/2022;Taxi;878;53;Aruba Central ; Simplivity Springs
20/07/2022;Tranvía;4091;25;Ezmeral Valley ; Nimble Peak
21/07/2022;Coche Compartido;5042;48;Ezmeral Valley ; HPE Innovation Hub
22/07/2022;Tranvía;3220;22;HPE Innovation Hub ; Alletra City
23/07/2022;Autobús;1646;11;Composable Cloud ; Ezmeral Valley
24/07/2022;Bicicleta;1019;47;Aruba Central ; ProLiant Village
25/07/2022;Coche Compartido;2342;41;Ezmeral Valley ; Composable Cloud
26/07/2022;Autobús;1302;29;Simplivity Springs ; Alletra City
27/07/2022;Metro;2287;13;GreenLake Shores ; ProLiant Village
28/07/2022;Bicicleta;2543;30;Apollo Heights ; Alletra City
29/07/2022;Bicicleta;3325;38;GreenLake Shores ; Apollo Heights
30/07/2022;Autobús;809;10;Simplivity Springs ; Ezmeral Valley
31/07/2022;Bicicleta;1264;49;Apollo Heights ; Simplivity Springs
01/08/2022;Bicicleta;2488;54;ProLiant Village ; Alletra City
02/08/2022;Taxi;1688;59;HPE Innovation Hub ; Composable Cloud
03/08/2022;Metro;3212;28;Nimble Peak ; GreenLake Shores
04/08/2022;Autobús;2447;56;ProLiant Village ; Simplivity Springs
05/08/2022;Taxi;2417;31;Nimble Peak ; GreenLake Shores
06/08/2022;Taxi;2713;51;Composable Cloud ; Aruba Central
07/08/2022;Coche Compartido;1664;17;HPE Innovation Hub ; Alletra City
08/08/2022;Autobús;1117;40;HPE Innovation Hub ; Nimble Peak
09/08/2022;Autobús;3296;45;Composable Cloud ; Aruba Central
10/08/2022;Bicicleta;4376;28;GreenLake Shores ; Apollo Heights
11/08/2022;Taxi;1282;15;Apollo Heights ; Ezmeral Valley
12/08/2022;Taxi;862;37;GreenLake Shores ; Composable Cloud
13/08/2022;Autobús;603;58;Aruba Central ; GreenLake Shores
14/08/2022;Autobús;1166;48;Composable Cloud ; ProLiant Village
15/08/2022;Autobús;1280;40;Nimble Peak ; ProLiant Village
16/08/2022;Coche Compartido;3229;53;ProLiant Village ; Apollo Heights
17/08/2022;Taxi;2354;46;Alletra City ; HPE Innovation Hub
18/08/2022;Bicicleta;3165;32;HPE Innovation Hub ; GreenLake Shores
19/08/2022;Coche Compartido;1689;12;Ezmeral Valley ; Alletra City
20/08/2022;Bicicleta;1132;27;Nimble Peak ; Ezmeral Valley
21/08/2022;Autobús;956;45;HPE Innovation Hub ; Aruba Central
22/08/2022;Coche Compartido;1605;53;Ezmeral Valley ; Apollo Heights
23/08/2022;Bicicleta;1813;14;Aruba Central ; GreenLake Shores
24/08/2022;Bicicleta;1423;45;Alletra City ; ProLiant Village
25/08/2022;Coche Compartido;640;32;Simplivity Springs ; Nimble Peak
26/08/2022;Bicicleta;3693;21;Alletra City ; Apollo Heights
27/08/2022;Coche Compartido;1072;45;HPE Innovation Hub ; Alletra City
28/08/2022;Tranvía;2338;21;Simplivity Springs ; ProLiant Village
29/08/2022;Taxi;3233;33;Apollo Heights ; GreenLake Shores
30/08/2022;Coche Compartido;2387;46;ProLiant Village ; HPE Innovation Hub
31/08/2022;Metro;3575;50;Aruba Central ; Ezmeral Valley
01/09/2022;Autobús;3534;24;Composable Cloud ; Aruba Central
02/09/2022;Metro;4929;25;Composable Cloud ; GreenLake Shores
03/09/2022;Coche Compartido;1669;56;Nimble Peak ; Simplivity Springs
04/09/2022;Bicicleta;1426;38;ProLiant Village ; Composable Cloud
05/09/2022;Autobús;2398;45;Nimble Peak ; ProLiant Village
06/09/2022;Bicicleta;4092;22;HPE Innovation Hub ; Simplivity Springs
07/09/2022;Metro;2315;22;Apollo Heights ; Composable Cloud
08/09/2022;Bicicleta;1135;16;Ezmeral Valley ; HPE Innovation Hub
09/09/2022;Metro;3341;39;Alletra City ; HPE Innovation Hub
10/09/2022;Autobús;604;22;Composable Cloud ; HPE Innovation Hub
11/09/2022;Coche Compartido;1892;49;GreenLake Shores ; Composable Cloud
12/09/2022;Autobús;2387;59;HPE Innovation Hub ; Simplivity Springs
13/09/2022;Taxi;1920;57;Composable Cloud ; Ezmeral Valley
14/09/2022;Metro;2153;48;Ezmeral Valley ; HPE Innovation Hub
15/09/2022;Bicicleta;3605;45;Apollo Heights ; Nimble Peak
16/09/2022;Tranvía;899;12;ProLiant Village ; Composable Cloud
17/09/2022;Metro;2172;48;Simplivity Springs ; GreenLake Shores
18/09/2022;Tranvía;1613;53;Composable Cloud ; Apollo Heights
19/09/2022;Autobús;3157;22;Composable Cloud ; Nimble Peak
20/09/2022;Metro;2103;21;Simplivity Springs ; Aruba Central
21/09/2022;Autobús;2855;36;Composable Cloud ; GreenLake Shores
22/09/2022;Autobús;1685;37;Nimble Peak ; GreenLake Shores
23/09/2022;Metro;1691;12;Apollo Heights ; Simplivity Springs
24/09/2022;Taxi;1922;37;Composable Cloud ; Aruba Central
25/09/2022;Autobús;762;60;HPE Innovation Hub ; Alletra City
26/09/2022;Autobús;4133;38;HPE Innovation Hub ; ProLiant Village
27/09/2022;Bicicleta;5029;45;HPE Innovation Hub ; Simplivity Springs
28/09/2022;Tranvía;936;28;ProLiant Village ; Composable Cloud
29/09/2022;Coche Compartido;2543;36;Alletra City ; Simplivity Springs
30/09/2022;Autobús;1357;56;Nimble Peak ; HPE Innovation Hub
01/10/2022;Coche Compartido;2546;55;Alletra City ; Ezmeral Valley
02/10/2022;Bicicleta;1499;17;Aruba Central ; Ezmeral Valley
03/10/2022;Tranvía;3140;43;Apollo Heights ; Simplivity Springs
04/10/2022;Coche Compartido;3466;50;Composable Cloud ; HPE Innovation Hub
05/10/2022;Bicicleta;798;11;ProLiant Village ; Alletra City
06/10/2022;Tranvía;2398;17;Ezmeral Valley ; Apollo Heights
07/10/2022;Coche Compartido;1575;32;Simplivity Springs ; GreenLake Shores
08/10/2022;Taxi;2061;60;ProLiant Village ; Nimble Peak
09/10/2022;Tranvía;1247;25;Simplivity Springs ; ProLiant Village
10/10/2022;Bicicleta;795;48;Composable Cloud ; Alletra City
11/10/2022;Autobús;1882;42;Nimble Peak ; Ezmeral Valley
12/10/2022;Tranvía;4031;44;Ezmeral Valley ; HPE Innovation Hub
13/10/2022;Bicicleta;4931;31;Nimble Peak ; ProLiant Village
14/10/2022;Tranvía;3533;19;ProLiant Village ; HPE Innovation Hub
15/10/2022;Tranvía;2461;55;Simplivity Springs ; Apollo Heights
16/10/2022;Tranvía;1317;48;Composable Cloud ; Ezmeral Valley
17/10/2022;Bicicleta;3093;15;ProLiant Village ; Composable Cloud
18/10/2022;Coche Compartido;1696;37;Ezmeral Valley ; ProLiant Village
19/10/2022;Metro;1364;37;Nimble Peak ; Simplivity Springs
20/10/2022;Metro;1636;35;Ezmeral Valley ; Composable Cloud
21/10/2022;Bicicleta;2635;43;HPE Innovation Hub ; Composable Cloud
22/10/2022;Metro;662;26;Simplivity Springs ; Aruba Central
23/10/2022;Metro;1805;15;Aruba Central ; ProLiant Village
24/10/2022;Metro;1300;56;Nimble Peak ; Apollo Heights
25/10/2022;Autobús;1944;26;Composable Cloud ; Apollo Heights
26/10/2022;Coche Compartido;3810;19;Simplivity Springs ; HPE Innovation Hub
27/10/2022;Taxi;3496;51;Composable Cloud ; GreenLake Shores
28/10/2022;Tranvía;2341;26;Ezmeral Valley ; HPE Innovation Hub
29/10/2022;Metro;2616;17;Alletra City ; Apollo Heights
30/10/2022;Metro;1308;27;Composable Cloud ; Apollo Heights
31/10/2022;Metro;2807;12;ProLiant Village ; Simplivity Springs
01/11/2022;Autobús;4062;30;Ezmeral Valley ; Aruba Central
02/11/2022;Bicicleta;1524;60;ProLiant Village ; Aruba Central
03/11/2022;Taxi;4034;36;Composable Cloud ; GreenLake Shores
04/11/2022;Taxi;1073;49;Alletra City ; HPE Innovation Hub
05/11/2022;Coche Compartido;1900;42;Ezmeral Valley ; Aruba Central
06/11/2022;Bicicleta;917;22;Aruba Central ; GreenLake Shores
07/11/2022;Bicicleta;1250;26;Aruba Central ; ProLiant Village
08/11/2022;Bicicleta;3194;17;Alletra City ; Simplivity Springs
09/11/2022;Taxi;835;54;Alletra City ; GreenLake Shores
10/11/2022;Tranvía;1487;60;Aruba Central ; GreenLake Shores
11/11/2022;Metro;1118;10;Ezmeral Valley ; Apollo Heights
12/11/2022;Bicicleta;1112;28;Ezmeral Valley ; GreenLake Shores
13/11/2022;Metro;2223;21;HPE Innovation Hub ; ProLiant Village
14/11/2022;Autobús;770;43;HPE Innovation Hub ; Aruba Central
15/11/2022;Coche Compartido;4022;35;Composable Cloud ; Simplivity Springs
16/11/2022;Tranvía;977;45;Aruba Central ; Alletra City
17/11/2022;Bicicleta;1151;34;Nimble Peak ; HPE Innovation Hub
18/11/2022;Coche Compartido;4199;18;GreenLake Shores ; HPE Innovation Hub
19/11/2022;Metro;1508;35;Apollo Heights ; GreenLake Shores
20/11/2022;Autobús;2126;49;Alletra City ; Composable Cloud
21/11/2022;Autobús;3762;50;ProLiant Village ; HPE Innovation Hub
22/11/2022;Bicicleta;2173;52;Composable Cloud ; Nimble Peak
23/11/2022;Autobús;1348;22;Nimble Peak ; Composable Cloud
24/11/2022;Autobús;2961;37;HPE Innovation Hub ; Simplivity Springs
25/11/2022;Coche Compartido;2988;27;HPE Innovation Hub ; ProLiant Village
26/11/2022;Bicicleta;1874;29;GreenLake Shores ; Simplivity Springs
27/11/2022;Taxi;803;42;HPE Innovation Hub ; Nimble Peak
28/11/2022;Taxi;1789;10;Simplivity Springs ; Nimble Peak
29/11/2022;Autobús;2084;24;Ezmeral Valley ; Composable Cloud
30/11/2022;Autobús;2831;13;Aruba Central ; Nimble Peak
01/12/2022;Metro;2473;36;ProLiant Village ; Alletra City
02/12/2022;Bicicleta;2131;54;Aruba Central ; Simplivity Springs
03/12/2022;Metro;628;58;GreenLake Shores ; Simplivity Springs
04/12/2022;Metro;1327;38;Nimble Peak ; HPE Innovation Hub
05/12/2022;Metro;3776;17;ProLiant Village ; Simplivity Springs
06/12/2022;Autobús;5402;29;Nimble Peak ; Apollo Heights
07/12/2022;Metro;1692;52;Aruba Central ; Composable Cloud
08/12/2022;Taxi;3412;48;ProLiant Village ; Nimble Peak
09/12/2022;Metro;728;40;GreenLake Shores ; Alletra City
10/12/2022;Coche Compartido;1384;44;ProLiant Village ; HPE Innovation Hub
11/12/2022;Tranvía;1606;56;Nimble Peak ; Ezmeral Valley
12/12/2022;Metro;2321;19;Simplivity Springs ; Aruba Central
13/12/2022;Autobús;4445;20;ProLiant Village ; Composable Cloud
14/12/2022;Bicicleta;5030;28;Alletra City ; HPE Innovation Hub
15/12/2022;Tranvía;2421;15;HPE Innovation Hub ; Simplivity Springs
16/12/2022;Autobús;2809;36;Simplivity Springs ; ProLiant Village
17/12/2022;Coche Compartido;1507;26;HPE Innovation Hub ; Apollo Heights
18/12/2022;Autobús;1703;28;ProLiant Village ; Nimble Peak
19/12/2022;Autobús;1122;27;GreenLake Shores ; Nimble Peak
20/12/2022;Autobús;2585;12;HPE Innovation Hub ; Simplivity Springs
21/12/2022;Tranvía;3669;39;Alletra City ; Simplivity Springs
22/12/2022;Autobús;3044;27;Alletra City ; ProLiant Village
23/12/2022;Bicicleta;1477;32;Simplivity Springs ; Alletra City
24/12/2022;Coche Compartido;541;25;Nimble Peak ; HPE Innovation Hub
25/12/2022;Taxi;801;20;HPE Innovation Hub ; Simplivity Springs
26/12/2022;Tranvía;1128;24;GreenLake Shores ; Ezmeral Valley
27/12/2022;Bicicleta;2054;51;Nimble Peak ; Apollo Heights
28/12/2022;Autobús;3042;35;Simplivity Springs ; Composable Cloud
29/12/2022;Autobús;1772;53;Aruba Central ; Composable Cloud
30/12/2022;Bicicleta;1079;43;Aruba Central ; Nimble Peak
31/12/2022;Bicicleta;2115;23;Composable Cloud ; HPE Innovation Hub
01/01/2023;Autobús;2737;25;Ezmeral Valley ; Alletra City
02/01/2023;Bicicleta;5013;58;Nimble Peak ; HPE Innovation Hub
03/01/2023;Coche Compartido;4465;43;ProLiant Village ; Apollo Heights
04/01/2023;Taxi;4392;34;Simplivity Springs ; HPE Innovation Hub
05/01/2023;Metro;1147;48;Alletra City ; Simplivity Springs
06/01/2023;Coche Compartido;2615;19;Composable Cloud ; Nimble Peak
07/01/2023;Bicicleta;1756;28;Composable Cloud ; Nimble Peak
08/01/2023;Metro;2432;47;Aruba Central ; Alletra City
09/01/2023;Taxi;881;45;Aruba Central ; ProLiant Village
10/01/2023;Autobús;2878;26;GreenLake Shores ; Simplivity Springs
11/01/2023;Bicicleta;2379;41;Ezmeral Valley ; Composable Cloud
12/01/2023;Tranvía;2301;46;ProLiant Village ; Composable Cloud
13/01/2023;Autobús;5377;37;HPE Innovation Hub ; Nimble Peak
14/01/2023;Coche Compartido;3001;41;GreenLake Shores ; Nimble Peak
15/01/2023;Taxi;2109;42;Aruba Central ; Nimble Peak
16/01/2023;Taxi;1192;31;Composable Cloud ; Simplivity Springs
17/01/2023;Taxi;3408;43;Alletra City ; Apollo Heights
18/01/2023;Bicicleta;3035;25;Aruba Central ; Apollo Heights
19/01/2023;Tranvía;2375;26;Ezmeral Valley ; Simplivity Springs
20/01/2023;Coche Compartido;1318;35;Nimble Peak ; Alletra City
21/01/2023;Bicicleta;2125;57;ProLiant Village ; Apollo Heights
22/01/2023;Autobús;291;20;Composable Cloud ; Simplivity Springs
23/01/2023;Coche Compartido;5343;43;Apollo Heights ; Alletra City
24/01/2023;Autobús;4830;54;Aruba Central ; Apollo Heights
25/01/2023;Metro;1351;47;Composable Cloud ; Apollo Heights
26/01/2023;Coche Compartido;2189;56;Composable Cloud ; Ezmeral Valley
27/01/2023;Tranvía;4461;17;Aruba Central ; Nimble Peak
28/01/2023;Bicicleta;1424;59;Aruba Central ; Alletra City
29/01/2023;Autobús;1478;41;Simplivity Springs ; Aruba Central
30/01/2023;Tranvía;2614;39;Composable Cloud ; ProLiant Village
31/01/2023;Autobús;4063;42;Alletra City ; Ezmeral Valley
01/02/2023;Metro;3911;50;HPE Innovation Hub ; Nimble Peak
02/02/2023;Coche Compartido;1932;36;Ezmeral Valley ; GreenLake Shores
03/02/2023;Coche Compartido;2259;49;HPE Innovation Hub ; Aruba Central
04/02/2023;Taxi;1725;21;Aruba Central ; HPE Innovation Hub
05/02/2023;Tranvía;671;56;Ezmeral Valley ; ProLiant Village
06/02/2023;Autobús;3490;52;Composable Cloud ; Ezmeral Valley
07/02/2023;Coche Compartido;3671;43;ProLiant Village ; GreenLake Shores
08/02/2023;Autobús;3049;12;ProLiant Village ; GreenLake Shores
09/02/2023;Taxi;1395;60;Alletra City ; GreenLake Shores
10/02/2023;Tranvía;3482;46;Simplivity Springs ; Aruba Central
11/02/2023;Autobús;2600;54;Ezmeral Valley ; Aruba Central
12/02/2023;Autobús;1337;31;Apollo Heights ; Aruba Central
13/02/2023;Taxi;2411;39;Aruba Central ; Composable Cloud
14/02/2023;Bicicleta;3726;47;Nimble Peak ; GreenLake Shores
15/02/2023;Metro;773;20;Ezmeral Valley ; Apollo Heights
16/02/2023;Tranvía;1033;54;HPE Innovation Hub ; Nimble Peak
17/02/2023;Bicicleta;1452;46;Apollo Heights ; Nimble Peak
18/02/2023;Coche Compartido;2408;43;GreenLake Shores ; Aruba Central
19/02/2023;Coche Compartido;2455;60;Apollo Heights ; ProLiant Village
20/02/2023;Autobús;2341;60;GreenLake Shores ; HPE Innovation Hub
21/02/2023;Metro;5409;35;HPE Innovation Hub ; Simplivity Springs
22/02/2023;Coche Compartido;5136;31;Composable Cloud ; Ezmeral Valley
23/02/2023;Metro;1414;10;Nimble Peak ; Alletra City
24/02/2023;Taxi;3531;42;HPE Innovation Hub ; Ezmeral Valley
25/02/2023;Metro;535;32;Simplivity Springs ; Nimble Peak
26/02/2023;Bicicleta;1860;60;Simplivity Springs ; Aruba Central
27/02/2023;Bicicleta;3876;13;Nimble Peak ; Alletra City
28/02/2023;Autobús;2505;50;Alletra City ; Composable Cloud
01/03/2023;Autobús;2597;41;HPE Innovation Hub ; Apollo Heights
02/03/2023;Tranvía;2482;25;ProLiant Village ; Aruba Central
03/03/2023;Bicicleta;5271;48;ProLiant Village ; Aruba Central
04/03/2023;Coche Compartido;628;49;HPE Innovation Hub ; Simplivity Springs
05/03/2023;Taxi;2422;35;GreenLake Shores ; Alletra City
06/03/2023;Bicicleta;627;47;ProLiant Village ; Nimble Peak
07/03/2023;Autobús;2122;47;Apollo Heights ; Ezmeral Valley
08/03/2023;Tranvía;5542;13;Ezmeral Valley ; HPE Innovation Hub
09/03/2023;Bicicleta;595;34;Nimble Peak ; ProLiant Village
10/03/2023;Taxi;3958;55;Nimble Peak ; GreenLake Shores
11/03/2023;Taxi;1066;60;Alletra City ; Simplivity Springs
12/03/2023;Autobús;1560;36;Apollo Heights ; GreenLake Shores
13/03/2023;Autobús;1984;13;Simplivity Springs ; GreenLake Shores
14/03/2023;Autobús;2449;50;Nimble Peak ; GreenLake Shores
15/03/2023;Tranvía;1109;41;Nimble Peak ; Ezmeral Valley
16/03/2023;Tranvía;1286;13;ProLiant Village ; Aruba Central
17/03/2023;Coche Compartido;2411;10;Apollo Heights ; Ezmeral Valley
18/03/2023;Autobús;567;41;HPE Innovation Hub ; Simplivity Springs
19/03/2023;Metro;3125;55;Ezmeral Valley ; GreenLake Shores
20/03/2023;Taxi;2334;29;HPE Innovation Hub ; Nimble Peak
21/03/2023;Taxi;4042;30;Composable Cloud ; ProLiant Village
22/03/2023;Taxi;4567;32;Simplivity Springs ; Composable Cloud
23/03/2023;Taxi;1795;35;Apollo Heights ; Nimble Peak
24/03/2023;Autobús;970;40;ProLiant Village ; GreenLake Shores
25/03/2023;Tranvía;1688;17;Ezmeral Valley ; Alletra City
26/03/2023;Bicicleta;895;10;Composable Cloud ; Simplivity Springs
27/03/2023;Tranvía;1315;26;Nimble Peak ; Composable Cloud
28/03/2023;Taxi;4435;45;Simplivity Springs ; Composable Cloud
29/03/2023;Tranvía;3663;32;GreenLake Shores ; Composable Cloud
30/03/2023;Coche Compartido;1596;41;Composable Cloud ; Aruba Central
31/03/2023;Coche Compartido;4903;24;Aruba Central ; Composable Cloud
01/04/2023;Coche Compartido;587;55;Apollo Heights ; HPE Innovation Hub
02/04/2023;Autobús;926;59;Nimble Peak ; Ezmeral Valley
03/04/2023;Taxi;3039;14;Aruba Central ; Simplivity Springs
04/04/2023;Autobús;4634;23;Simplivity Springs ; Alletra City
05/04/2023;Autobús;1312;25;Simplivity Springs ; Alletra City
06/04/2023;Tranvía;5493;46;Ezmeral Valley ; ProLiant Village
07/04/2023;Coche Compartido;1483;59;ProLiant Village ; Composable Cloud
08/04/2023;Bicicleta;2649;37;HPE Innovation Hub ; Aruba Central
09/04/2023;Coche Compartido;3474;54;ProLiant Village ; GreenLake Shores
10/04/2023;Taxi;3607;28;HPE Innovation Hub ; Nimble Peak
11/04/2023;Autobús;2663;38;Composable Cloud ; HPE Innovation Hub
12/04/2023;Coche Compartido;3108;33;Apollo Heights ; ProLiant Village
13/04/2023;Tranvía;3040;12;Alletra City ; Composable Cloud
14/04/2023;Autobús;2206;60;Nimble Peak ; GreenLake Shores
15/04/2023;Metro;936;16;Alletra City ; Nimble Peak
16/04/2023;Bicicleta;895;46;Nimble Peak ; Apollo Heights
